TimeStamp,XIronFeed,XSilicaFeed,StarchFlow,AminaFlow,OrePulpFlow,OrePulppH,OrePulpDensity,FlotationColumn01AirFlow,FlotationColumn02AirFlow,FlotationColumn03AirFlow,FlotationColumn04AirFlow,FlotationColumn05AirFlow,FlotationColumn06AirFlow,FlotationColumn07AirFlow,FlotationColumn01Level,FlotationColumn02Level,FlotationColumn03Level,FlotationColumn04Level,FlotationColumn05Level,FlotationColumn06Level,FlotationColumn07Level,XIronConcentrate,XSilicaConcentrate
10/03/2017 11:00,54.95,17.4,3781.538035,518.7408556,400.1364444,10.19915222,62.72859444,250.3756833,250.3122444,250.0917611,295.096,306.4,250.0909778,250.0548444,549.3336056,551.1949611,549.6130167,551.3387886,552.5506056,550.1201955,550.4235444,65.55,2.83
10/03/2017 12:00,54.95,17.4,4497.958333,559.8309,399.7618722,10.05322122,69.8659,250.2095333,250.2071167,250.0451278,295.096,306.4,250.06025,250.1095833,551.1101833,549.5186556,550.2237135,551.1719833,547.1877333,543.0316798,548.7139722,65.55,2.83
10/03/2017 13:00,54.95,17.4,4707.070111,543.6981778,400.4066833,10.31301278,97.14610556,250.1952111,250.0733111,250.1187111,295.096,306.4,250.0293,250.0292944,550.5890333,550.0930556,549.3815889,551.4314432,547.9603944,554.8777833,549.3793222,66.74,1.5
10/03/2017 14:00,54.95,17.4,4253.600278,530.3331611,399.6413444,10.40122778,7.738916667,249.9711667,249.5565444,249.9782167,295.096,306.4,250.0626944,249.9745556,550.8629167,548.7506944,550.4247111,553.9357191,550.9978444,550.8668722,550.2386611,66.26,1.94
10/03/2017 15:00,54.95,17.4,5412.929167,517.8396278,398.9583444,10.26207556,83.89803889,249.9637389,250.2233667,250.1326833,295.096,306.4,250.0583167,250.0799944,549.6959778,550.37595,549.3843,551.8177444,550.4741722,555.9822333,550.9361833,67.6,1.09
10/03/2017 16:00,55.99,17.16,5306.3415,523.7905,399.3105833,10.36640389,32.45735,250.42435,249.7874,250.01385,295.096,306.4,250.0380611,250.0143167,549.0508278,549.3156611,550.3531,549.8356278,551.3209278,562.8201056,550.3192111,67.3,1.51
10/03/2017 17:00,55.99,17.16,5299.799889,556.6711167,399.6047556,10.36116,109.7473889,250.0015611,250.3187611,250.0728,295.096,306.4,250.0107222,249.9886667,549.65595,550.8930167,549.6851167,549.1668333,550.0363778,565.7820944,550.0427722,66.3,1.96
10/03/2017 18:00,55.99,17.16,5252.405011,525.4858944,400.5909444,10.27395056,37.92559444,249.7130667,249.9907,250.0630722,295.096,306.4,249.99835,250.0473056,550.0750833,549.6167667,549.6145611,549.6146222,548.8206833,565.0932778,549.09445,66.21,3.57
10/03/2017 19:00,55.99,17.16,4861.076405,469.4355,399.0168222,10.39875278,102.7285722,250.176,249.9715833,250.0744667,295.096,306.4,250.01895,250.0480222,550.0698278,549.3169278,549.2536722,549.6594722,549.6220389,559.0349444,550.2043056,67.24,1.12
10/03/2017 20:00,55.99,17.16,5097.988932,443.8796722,399.5701611,10.09509961,81.51454444,250.0251667,250.2049278,250.0645056,295.096,306.4,249.9089111,250.0285556,521.0884056,524.9871732,521.5668889,511.8703046,522.1457444,549.5181899,528.9898295,66.23,1.49
10/03/2017 21:00,55.99,17.16,4798.246684,431.2998556,399.2611278,10.11902778,128.6674389,250.0036222,250.2913444,250.0274167,295.096,306.4,250.0549444,250.1299111,476.2492889,488.0030578,475.4762278,444.5959013,442.9201222,467.0270722,451.2737111,66.42,1.47
10/03/2017 22:00,55.99,17.16,3593.497421,432.571573,400.1963182,9.984032556,130.4156333,249.80255,250.0134833,250.0276667,295.096,306.4,250.0226778,250.0885444,549.92185,549.8993111,548.7592833,464.5289724,472.1235778,471.6553389,463.7534886,67.16,1.16
10/03/2017 23:00,55.99,17.16,3940.060006,357.1548556,400.4882333,9.876561389,144.5277667,250.0418056,250.1568222,250.0986056,295.096,306.4,250.0545222,249.9434389,549.6688,550.0638667,549.5775944,454.2010866,534.5969826,557.3737167,528.3183478,67.17,1.15
11/03/2017 0:00,55.99,17.16,5004.50078,315.2739167,399.8175056,10.0297595,139.9837183,250.0513722,250.1916667,250.0061833,295.096,306.4,250.0460111,250.1117111,550.29595,549.2386778,548.8585111,492.741272,543.0575706,552.5987611,540.0309756,67.03,1.23
11/03/2017 1:00,60.66,8.25,5197.33995,366.9942722,400.5145722,10.27849056,105.3851889,250.3081278,250.5437056,250.0755056,295.096,306.4,250.0424333,249.9565278,549.7898111,551.1657056,550.4433833,440.7641429,544.6420061,552.2546667,542.1532952,67.44,1.17
11/03/2017 2:00,60.66,8.25,3112.406889,357.1129278,399.8577111,10.30499611,57.98925556,249.7345056,249.9462611,250.0553667,295.096,306.4,250.0849833,249.6870056,549.3176056,554.9773944,549.8253444,513.9455521,544.8131556,550.5573278,540.1648844,66.4,2.5
11/03/2017 3:00,60.66,8.25,3191.996278,331.49945,399.0191333,10.03658972,118.1878278,249.7032056,250.0433722,249.6810333,295.096,306.4,250.26025,250.2123,551.3457,561.1450056,550.2805056,460.2198101,547.4533559,559.8515698,538.5667161,65.12,4.14
11/03/2017 4:00,60.66,8.25,3057.643278,319.39565,400.5220444,10.16890867,53.11777778,250.1093556,250.1608889,250.0397944,295.096,306.4,249.9835722,250.0343611,549.9285444,549.7021889,550.0327722,464.6819878,548.7892222,551.7917278,545.9350227,64.26,3.34
11/03/2017 5:00,60.66,8.25,2385.556647,332.3750667,400.0710722,9.931536556,101.2972722,249.9453611,250.2201222,249.9797444,295.096,306.4,250.0050611,250.0733556,549.8177111,549.8940833,550.4787944,486.4454658,556.9281222,554.3479333,551.4059306,64.08,4.08
11/03/2017 6:00,60.66,8.25,2178.681983,335.1109056,400.6300167,9.570790278,125.8725222,250.3778722,250.0664056,250.5732167,295.096,306.4,250.4894111,250.1104389,551.0425944,550.7924333,550.0177722,485.6048278,549.05955,563.1837667,531.4502919,63.53,5.36
11/03/2017 7:00,59.89,8.98,2630.408611,364.8022151,400.1770357,9.962792,143.37425,250.0676,250.2296778,250.0693278,295.096,306.4,249.7858833,249.9493667,559.2564444,565.2172784,561.3213667,527.756172,539.3434942,568.7945,541.0378447,63.33,4.96
11/03/2017 8:00,59.89,8.98,2403.834428,478.2534944,400.5848611,9.978123,103.152,250.0916556,249.8255278,250.0528556,295.096,306.4,250.0150444,249.7255111,549.7070722,549.8919167,548.0309444,487.0797815,545.0152222,558.4669665,538.9672717,63.33,4.96
11/03/2017 9:00,59.89,8.98,1201.120075,550.8262949,400.1791218,9.526285889,20.51485,249.9837889,249.6894222,250.0246333,295.096,306.4,250.1144722,250.0752944,569.5879634,470.7837551,569.5616894,548.9381859,551.8346857,560.75295,552.8824848,65.15,2.97
11/03/2017 10:00,59.89,8.98,2418.804895,559.5588833,399.5537833,9.348196778,54.4546,250.4719833,250.2120222,250.0731444,295.096,306.4,250.246,250.0494278,549.8924667,241.9867333,550.5959389,548.6876067,548.4153278,551.9240056,550.7638,65.65,2.67
11/03/2017 11:00,59.89,8.98,2034.068331,509.5865222,394.0694538,9.514923944,27.02075556,250.0399056,250.4609833,249.9333556,295.096,306.4,250.0704444,250.0017778,550.7043333,437.8002222,550.1942333,552.0775568,549.9775556,555.4475778,550.4290833,66.47,1.59
11/03/2017 12:00,59.89,8.98,3197.486249,454.1982722,398.5201702,9.527888667,86.95321667,250.1196833,249.9075556,249.9706056,295.096,306.4,249.9182944,249.9390111,549.23715,722.236,548.5280278,547.6477191,549.4513708,548.7837318,550.1584944,66.21,1.52
11/03/2017 13:00,59.89,8.98,3234.397056,509.7398944,404.181464,9.586011111,93.50572778,249.8977667,250.2889333,250.1495889,295.096,306.4,249.9939889,250.0362778,549.8123778,754.195,549.5355278,547.2988466,550.2845944,550.2993278,550.8886833,66.41,1.82
11/03/2017 14:00,59.89,8.98,3480.405467,394.1280667,399.1238276,9.637455222,150.1912889,250.2982444,250.2551722,250.0266667,295.096,306.4,250.2341167,250.0084889,549.6659556,786.154,560.2836889,555.3475444,546.2709497,576.7776626,556.931838,64.92,2.98
11/03/2017 15:00,59.89,8.98,3482.496319,476.9721,397.5020093,9.774084389,83.25836667,249.9234667,250.4782333,249.9243167,295.096,306.4,250.1935,249.9757611,549.7849056,812.7865,549.3869056,552.0793111,551.5419222,557.0937333,551.0186167,66.16,1.99
11/03/2017 16:00,59.66,9.09,3524.859713,512.7573333,400.0862429,9.861648444,126.2815056,250.1391778,250.0148944,250.0044333,295.096,306.4,249.9894889,250.0973167,499.8700444,476.7202254,500.5367333,498.5662278,499.1199056,513.0346389,505.8484,65.58,2.36
11/03/2017 17:00,59.66,9.09,3617.740506,537.6942674,397.9972468,10.00360983,35.78764444,249.8050389,250.0954611,250.1114611,295.096,306.4,250.0537167,250.1131111,453.7443,463.3308722,460.2400444,458.5305056,449.6216556,468.3745944,456.9676944,66.21,1.83
11/03/2017 18:00,59.66,9.09,3294.721693,558.0600944,399.7347667,9.926153667,93.25661111,249.9757667,250.4256333,250.0278444,295.096,306.4,249.92795,250.1353333,450.3196167,449.7488444,449.7403611,449.1131611,449.8549,455.0803333,450.7324944,66.21,1.83
11/03/2017 19:00,59.66,9.09,3310.513463,568.9276056,398.7177667,9.993892722,99.31808889,249.6518833,250.1495944,249.9780611,295.096,306.4,249.7083889,250.0217056,449.3990333,449.9876389,450.0069611,450.1741444,449.2458611,451.6434111,450.2617667,65.5,3.42
11/03/2017 20:00,59.66,9.09,3123.896147,570.8648778,400.14305,9.935560722,84.25473333,250.0773667,250.0985056,250.0423389,295.096,306.4,249.9588389,250.0434444,529.3302722,474.0245049,529.8284278,531.0520833,530.5305778,494.0653056,490.6961778,64.565,3.865
11/03/2017 21:00,59.66,9.09,2999.786352,554.1030722,400.5591222,9.897945278,31.14316667,249.8391222,250.2972611,250.0215278,295.096,306.4,250.0298222,250.0657167,550.3461111,549.7241,550.1634056,549.9484278,549.5753889,503.5049222,500.2048333,64.565,3.865
11/03/2017 22:00,59.66,9.09,3452.770222,551.3229167,399.0440667,9.801847833,82.45861667,249.9181889,249.9753667,250.0782778,295.096,306.4,250.0355167,250.0832778,456.9805444,459.5789278,458.1380778,459.1277556,458.0135333,463.6588222,458.6627056,62.95,4.97
11/03/2017 23:00,59.66,9.09,3271.871474,542.3541889,399.4931524,9.891801111,67.92816667,250.2050333,250.3398333,250.0443111,295.096,306.4,250.0618778,250.00455,449.9748611,449.5728111,449.5270667,450.2518556,450.5913944,455.0640722,449.6451556,62.83,5.06
12/03/2017 0:00,59.66,9.09,3257.111867,552.9906167,400.4559086,9.933222056,22.09232778,249.7250167,249.9877056,250.04855,295.096,306.4,249.6727444,250.0284889,450.3664667,450.1201944,449.5786444,449.8692167,450.7251556,451.9631833,451.3327167,64.72,3.51
12/03/2017 1:00,58.84,11.46,3468.878282,546.4069889,400.1288056,9.918631111,31.83608333,248.7118556,247.7511899,249.7540611,295.096,306.4,250.2428889,249.8748556,450.7956778,416.7786286,450.1901833,429.4682611,442.1716833,451.9221278,445.4885722,64.29,3.62
12/03/2017 2:00,58.84,11.46,2898.448417,554.1028833,399.3511863,10.10670222,27.11508333,250.4413556,250.2677222,250.1454278,295.096,306.4,250.4603722,250.6378667,450.4998611,424.6592,449.1600222,457.9069,453.0554389,455.1961778,451.5515111,63.62,4.92
12/03/2017 3:00,58.84,11.46,3181.654974,561.6618889,400.4710222,9.904691833,27.18274444,250.1663778,249.8216444,250.0131056,295.096,306.4,250.1727556,250.1350667,450.0206,450.7644667,449.8717,452.2775056,454.3700389,471.8711556,464.4225833,65.87,2.13
12/03/2017 4:00,58.84,11.46,3262.549193,558.8256,399.8342833,9.821314722,92.61634444,250.2224056,250.2479833,250.0716722,295.096,306.4,250.1577556,250.1235444,449.9502722,450.2893,449.7770611,451.3798222,452.2718444,461.1292667,453.4301333,65.16,2.77
12/03/2017 5:00,58.84,11.46,3097.318389,548.8467889,398.8367978,9.708905167,133.6389389,250.0903333,249.9987667,250.0836111,295.096,306.4,249.9418833,249.7495944,449.6734667,450.4422278,449.4978,444.34725,440.2936833,451.9998833,445.5566056,65.87,2.03
12/03/2017 6:00,58.84,11.46,3624.469889,499.9709833,400.3951842,9.923732444,82.45233333,251.0055667,249.8582722,250.3741444,295.096,306.4,249.9704111,250.0779556,448.4853611,464.1642,449.9422278,433.8118914,448.1419444,453.6463833,450.0565444,65.92,2.12
12/03/2017 7:00,58.82,11.46,3730.046976,520.7856944,398.0411677,9.766371778,103.0929722,250.07505,250.1622556,250.0386611,295.096,306.4,250.0631222,250.0994778,450.8056444,450.5823222,450.4056778,416.3568974,451.1696011,451.91705,454.1542889,65.9,2.4
12/03/2017 8:00,58.82,11.46,3619.585487,511.5494944,399.4863314,9.769991778,60.94146111,249.9527278,250.1672889,250.0809111,295.096,306.4,250.0822,250.0732889,449.9701111,451.3148,450.0903222,437.2294253,451.2274111,484.1466778,484.8300674,65.78,2.43
12/03/2017 9:00,58.82,11.46,3898.336667,496.8615944,401.2604778,9.776126278,105.4887333,250.1051889,250.1232111,250.0148278,295.096,306.4,250.1788056,250.0436389,450.1879278,450.2011833,450.6691833,449.0332,450.7393222,551.1785333,545.3927543,65.15,2.99
12/03/2017 10:00,58.82,11.46,3866.410833,442.6396944,399.6844596,9.756631722,79.67968333,249.9650722,250.33205,250.1039944,295.096,306.4,249.9423278,249.9762278,450.5801222,454.5240225,449.9571222,437.4186118,442.4948833,553.2280337,544.3094326,62.95,5.04
12/03/2017 11:00,58.82,11.46,3820.804917,308.9497611,NA,9.916438556,79.13802778,250.3669444,249.89665,250.0115944,295.096,306.4,249.9888944,250.0421167,453.3639056,725.0846348,563.9768722,463.8457989,450.8671333,548.4431892,552.7500361,63.83,4.71
12/03/2017 12:00,58.82,11.46,3272.5225,439.4299722,400.9744891,9.782335556,127.4888056,249.9407056,250.12145,250.01005,295.096,306.4,250.0313167,250.0957,448.6068652,512.1480291,324.9035541,453.4385531,458.9292056,559.9736845,553.0193704,NA,NA
12/03/2017 13:00,58.82,11.46,3752.432167,512.5357111,403.521363,9.790591278,1.7,249.9304833,249.8419889,250.0484389,295.096,306.4,250.1685389,250.0782111,491.5467809,518.2532917,491.6411111,448.2412614,439.21985,476.7563667,464.7668889,64.4,3.76
12/03/2017 14:00,58.82,11.46,4131.856667,524.2244444,399.909068,10.05556533,65.43815556,250.1378389,250.2373833,250.0596222,295.096,306.4,249.9977,250.05935,501.1808278,395.2762328,499.0205889,452.0088056,455.4514778,457.8167444,453.0714778,64.1,3.55
12/03/2017 15:00,58.82,11.46,3118.517056,536.7365,399.6371667,9.741321389,132.4652333,250.1729833,249.8549778,250.0487722,295.096,306.4,249.9419444,250.0359944,499.9685944,442.4934533,499.6531444,450.7439213,448.6984611,452.0569556,449.1827111,64.29,3.06
12/03/2017 16:00,59.05,11.2,3385.326472,544.2283667,399.6796889,9.745005333,82.95235556,249.9829889,249.8129111,250.0628833,295.096,306.4,250.2469778,250.0487167,499.9337056,500.0832556,499.7970167,449.2583944,450.0621167,450.1163389,451.9899556,66.55,1.44
12/03/2017 17:00,59.05,11.2,3952.369111,549.9619833,401.1198222,9.934817111,27.11258333,250.0337167,249.9611,249.9848556,295.096,306.4,250.0269222,250.0460667,500.4601722,499.7893167,499.4180444,452.5951278,451.4922944,453.3010556,452.6518111,66.25,1.59
12/03/2017 18:00,59.05,11.2,3636.592111,534.8689611,399.2253778,9.825894444,36.10889444,250.0247722,250.18305,250.0511944,295.096,306.4,249.9585889,250.0245167,499.77905,500.3647556,500.3980389,500.8061333,501.1444389,500.4800833,501.3002944,66.92,1.52
12/03/2017 19:00,59.05,11.2,4163.132571,515.1387333,399.1144667,9.873642722,107.7824889,250.5809389,249.8566667,250.1239444,295.096,306.4,250.6788667,250.1804389,503.4828667,503.7948667,503.2109222,505.8048111,504.1973222,510.3854333,508.3606667,66.17,1.96
12/03/2017 20:00,59.05,11.2,4256.869435,313.7345889,387.7748,9.975511278,159.8540972,250.1994333,250.2777278,250.0918944,295.096,306.4,250.4295444,249.9834667,767.2551,661.724,718.6792,552.5205833,562.00105,596.1107444,564.0471229,67.11,1.9
12/03/2017 21:00,59.05,11.2,4075.119914,483.6418889,400.3916608,9.925455833,59.40151111,250.04915,249.9084,250.0027556,295.096,306.4,250.15365,249.9969111,546.9769692,518.628234,531.4632047,546.3956778,534.6578966,575.9620722,547.3761278,67.11,1.9
12/03/2017 22:00,59.05,11.2,3660.908926,540.9814389,400.1186333,9.973541611,1.77,250.0448833,250.0867444,250.06415,295.096,306.4,249.9788,250.0986,549.9891611,549.9279444,549.7069111,551.2358222,550.6285833,551.2265833,550.2040833,66.29,1.09
12/03/2017 23:00,59.05,11.2,3908.842654,535.7912111,399.0409167,10.092035,53.65126667,250.0612333,249.9879111,250.1241333,295.096,306.4,250.2543667,250.0193833,551.0294333,549.8003167,549.1545889,550.1132389,549.4507389,551.5863222,550.1996778,67.22,1
13/03/2017 0:00,59.05,11.2,NA,479.9042985,400.3385846,9.703881778,120.6315745,249.9957,249.8539944,250.0887278,295.096,306.4,249.98345,250.0484611,597.2906797,591.8852194,596.0528129,565.8464833,505.7327548,575.0633846,474.0374333,66.97,1
13/03/2017 1:00,57.35,12.27,3771.476364,372.3955722,400.19405,9.048677556,141.3559041,250.0383611,249.9710111,250.06875,295.096,306.4,250.1058278,249.9761444,551.738,367.3742222,585.532843,537.4191111,503.3642735,560.7762564,535.7694865,66.24,1.04
13/03/2017 2:00,57.35,12.27,3551.811932,440.3484111,399.4468556,9.62994,105.0494111,249.9677667,249.8733333,250.0861667,295.096,306.4,250.0133889,250.1768056,549.9917833,260.0635455,550.4554167,546.5652759,543.6099556,552.8887778,549.166736,67.04,1.25
13/03/2017 3:00,57.35,12.27,3838.496611,470.0055278,400.0196611,9.912497722,107.5502222,250.2901278,250.1954556,250.0879778,295.096,306.4,249.9275333,250.0389,550.3021556,477.3005952,549.0231222,542.171119,552.9567126,563.6620944,548.3599471,66.42,2.46
13/03/2017 4:00,57.35,12.27,4004.762944,455.4181556,400.2756722,10.20217667,72.40217778,250.0978778,250.0121611,250.0167944,295.096,306.4,250.0317333,250.0102444,549.8365667,433.624587,550.1486889,544.23495,540.4509607,553.8598111,542.5559663,66.44,2.67
13/03/2017 5:00,57.35,12.27,4020.725667,431.4927111,399.5473889,9.883688611,51.88079444,250.0499833,250.5912778,250.0807833,295.096,306.4,250.0307556,250.0432222,548.7963611,460.6787611,549.2001333,554.0947056,550.6696111,550.2698944,554.9768667,66.61,1.95
13/03/2017 6:00,57.35,12.27,4214.648722,417.6893625,399.823673,9.688802111,117.5257986,249.9198778,250.14865,249.9874778,295.096,306.4,250.0521944,250.0342111,569.3263684,472.003,570.6627222,527.5462236,542.1881509,568.3158596,541.0421964,65.85,2.4
13/03/2017 7:00,56.42,12.99,3350.05947,442.6173143,399.9849779,9.944059333,47.02015,250.0643167,249.9848611,250.1089222,295.096,306.4,250.1224944,250.0918056,575.4895342,538.6581014,613.5197278,560.1540667,552.6403389,551.2529333,553.9407219,66.5,2.03
13/03/2017 8:00,56.42,12.99,3851.802056,432.8595616,398.9375036,9.951672111,63.95771,250.3367056,251.1638889,250.0601833,295.096,306.4,250.2898167,250.0687833,588.7065342,448.7676203,595.008,528.6037758,548.7561333,550.3705889,549.0082599,65.94,1.79
13/03/2017 9:00,56.42,12.99,3777.870333,443.296175,399.7370443,9.933012333,135.7260444,250.05535,250.0346778,250.0418056,295.096,306.4,250.0850333,250.0276667,550.6882889,474.0314771,574.7792222,546.3699556,553.3259889,551.9591333,550.1434556,65.94,2.02
13/03/2017 10:00,56.42,12.99,3931.875167,435.6152333,400.4385056,10.06144994,119.2315722,250.2276778,250.3877389,250.0926167,295.096,306.4,249.9568056,250.0674556,556.0634489,671.69125,549.4965722,555.7572333,551.9264389,549.5108444,549.6943444,65.69,1.94
13/03/2017 11:00,56.42,12.99,3591.453117,415.8964444,399.4865722,9.931298889,97.42416111,250.1043278,249.7788,250.0308611,295.096,306.4,249.9985833,250.0547944,561.3242667,456.8817047,549.6003944,546.5632316,551.8639056,552.0513667,548.4883017,64.47,3.09
13/03/2017 12:00,56.42,12.99,3916.050347,408.0399831,399.1909886,9.897289487,129.7941611,249.7572278,249.6375611,250.0538944,295.096,306.4,250.0651944,250.0365889,554.4433333,452.9863722,554.4784833,547.1525385,554.1575056,552.4751778,548.7732299,66.17,1.38
13/03/2017 13:00,56.42,12.99,3960.945167,379.8531333,399.7251951,9.703162889,80.24561667,250.1206,250.3903611,250.0452556,295.096,306.4,250.0821278,250.0551222,564.8523056,485.0612528,562.3074667,537.4754162,548.4493333,559.1063444,551.1919831,65.83,1.87
13/03/2017 14:00,56.42,12.99,4053.644333,373.4366352,400.0551731,9.852296667,78.60380714,249.8613111,250.2369444,250.1239056,295.096,306.4,250.0622889,250.0466667,573.2511611,493.8226444,570.2169278,520.3700167,546.9152722,553.0183333,546.8883103,66.41,1.86
13/03/2017 15:00,56.42,12.99,4077.542739,345.9128333,400.3777556,10.00986661,92.9763,250.1958222,249.9838333,250.2632722,295.096,306.4,250.0490278,250.0281944,549.9611333,449.9103167,550.7018111,519.4823354,541.8458944,550.0068889,541.0046761,66.23,1.27
13/03/2017 16:00,58.95,8.94,4057.384444,329.2925889,400.78275,9.956076833,138.29645,250.1468278,250.1651389,250.0221111,295.096,306.4,250.0086389,250.0594722,549.9106778,449.9238611,549.5756167,560.8795778,557.8159556,550.8359667,554.2704056,65.49,1.9
13/03/2017 17:00,58.95,8.94,3897.193025,397.0655722,399.6473056,10.06713078,76.26422778,249.9972222,250.5575111,250.1027278,295.096,306.4,250.0206722,250.0491111,560.9528444,535.0377667,560.9986611,544.1265196,542.80505,549.8678389,543.0486517,65.62,2.48
13/03/2017 18:00,58.95,8.94,4000.11057,430.2279333,399.54205,9.876164278,51.85231667,250.0003222,249.7616278,250.1905389,295.096,306.4,250.0040889,249.9871056,599.7345944,603.7895444,599.9505,548.2670503,550.3018333,554.6960722,547.9044746,65.15,3.01
13/03/2017 19:00,58.95,8.94,4316.418709,443.2292333,400.2809611,10.01993439,51.5955,250.2273833,249.9541,250.1162222,295.096,306.4,250.05525,250.0529056,600.4161389,600.9190167,599.8412333,544.5159389,552.1256389,552.08185,551.2112889,64.98,2.9
13/03/2017 20:00,58.95,8.94,4552.78243,441.4591111,399.9770611,10.08542889,52.4702,249.8613389,250.3219111,250.0955333,295.096,306.4,250.0178222,250.0394944,600.7016556,599.7797944,599.8789333,558.6645169,555.9143833,552.3719,552.7466854,63.56,4.17
13/03/2017 21:00,58.95,8.94,4236.969056,439.6072556,399.9044722,9.787634056,1.75,250.0463833,249.9758778,250.0959056,295.096,306.4,250.0701833,250.0140278,599.8054611,599.7815111,600.6921556,544.9448944,542.3711278,549.7263,544.2428278,64.59,3.88
13/03/2017 22:00,58.95,8.94,4751.027944,437.9061944,399.3578167,9.598934667,27.75307778,249.9147667,250.0499944,250.0534056,295.096,306.4,250.1041667,249.9791389,585.9421111,590.1053389,585.9835111,541.1977,541.2575556,541.7496278,542.3764833,63.99,4.3
13/03/2017 23:00,58.95,8.94,4380.121528,435.5546056,400.0549611,9.590207667,25.94281667,250.0097222,249.8681389,250.02505,295.096,306.4,250.0252944,250.0327889,450.5452,448.4725278,449.4627944,449.61615,449.160309,450.3085611,448.7208944,64.07,4.08
14/03/2017 0:00,58.95,8.94,4592.587966,433.6238611,399.8296722,9.663962833,25.94091667,250.0200333,249.7128167,250.0009889,295.096,306.4,250.0517111,250.0039333,450.0601667,450.2796833,450.8421333,450.1752833,450.7602833,451.7357611,451.2936333,64.03,3.56
14/03/2017 1:00,59.16,10.69,4466.181078,434.3344,400.0201222,9.847746833,77.15510556,249.3591833,250.0193722,249.9170389,295.096,306.4,249.9128944,250.0794444,450.3514278,449.2441778,450.14305,385.9080255,451.2758667,452.1104444,447.9201556,63.6,4.17
14/03/2017 2:00,59.16,10.69,4004.864278,430.2901833,399.0755111,9.835799944,72.02482778,250.0925278,250.2737167,250.0995556,295.096,306.4,250.0962,250.0456444,451.7272833,451.1955444,449.623,445.4677677,449.4836556,457.2309056,457.7684111,63.8,4.69
14/03/2017 3:00,59.16,10.69,4034.223056,431.2268111,399.7788944,9.399854556,79.01496667,250.1376667,250.5565667,250.0879333,295.096,306.4,250.0708389,250.0804389,455.4988393,450.2190111,450.4113889,397.9221944,449.7321,456.2191278,449.4080444,63.47,4.39
